"tconst"	"titleType"	"primaryTitle"	"originalTitle"	"isAdult"	"startYear"	"endYear"	"runtimeMinutes"	"genres"	"averageRating"	"numVotes"
"19874"	"tt0020163"	"movie"	"People on Sunday"	"Menschen am Sonntag"	0	1930	"\N"	"73"	"Comedy,Drama,Romance"	7.5	2404
"19978"	"tt0020269"	"movie"	"Piccadilly"	"Piccadilly"	0	1929	"\N"	"92"	"Crime,Drama"	7.2	1205
"20005"	"tt0020298"	"movie"	"Queen Kelly"	"Queen Kelly"	0	1932	"\N"	"101"	"Drama"	7.8	2945
"20143"	"tt0020442"	"movie"	"Spite Marriage"	"Spite Marriage"	0	1929	"\N"	"76"	"Comedy"	7.1	1615
"20152"	"tt0020451"	"movie"	"Old and New"	"Staroye i novoye"	0	1929	"\N"	"121"	"Drama"	7.3	1095
"20176"	"tt0020475"	"movie"	"Diary of a Lost Girl"	"Tagebuch einer Verlorenen"	0	1929	"\N"	"104"	"Drama"	8	3596
"20213"	"tt0020514"	"movie"	"The Trespasser"	"The Trespasser"	0	1929	"\N"	"90"	"Drama"	7.8	1159
"20318"	"tt0020620"	"movie"	"Abraham Lincoln"	"Abraham Lincoln"	0	1930	"\N"	"96"	"Biography,Drama,History"	5.8	1188
"20327"	"tt0020629"	"movie"	"All Quiet on the Western Front"	"All Quiet on the Western Front"	0	1930	"\N"	"136"	"Drama,War"	8.1	53170
"20338"	"tt0020640"	"movie"	"Animal Crackers"	"Animal Crackers"	0	1930	"\N"	"97"	"Comedy,Musical"	7.6	12165
"20339"	"tt0020641"	"movie"	"Anna Christie"	"Anna Christie"	0	1930	"\N"	"89"	"Drama,Romance"	6.9	2471
"20384"	"tt0020686"	"movie"	"The Big House"	"The Big House"	0	1930	"\N"	"87"	"Crime,Drama,Thriller"	7.1	1612
"20389"	"tt0020691"	"movie"	"The Big Trail"	"The Big Trail"	0	1930	"\N"	"125"	"Adventure,Romance,Western"	7.2	3018
"20395"	"tt0020697"	"movie"	"The Blue Angel"	"Der blaue Engel"	0	1930	"\N"	"104"	"Drama,Music"	7.8	12285
"20464"	"tt0020768"	"movie"	"City Girl"	"City Girl"	0	1930	"\N"	"77"	"Drama,Romance"	7.9	2526
"20511"	"tt0020815"	"movie"	"The Dawn Patrol"	"The Dawn Patrol"	0	1930	"\N"	"108"	"Action,Drama,War"	7.8	1482
"20523"	"tt0020827"	"movie"	"The Divorcee"	"The Divorcee"	0	1930	"\N"	"84"	"Drama,Romance"	6.8	2415
"20584"	"tt0020891"	"movie"	"The Florodora Girl"	"The Florodora Girl"	0	1930	"\N"	"79"	"Drama,Musical,Romance"	7.7	1148
"20648"	"tt0020960"	"movie"	"Hell's Angels"	"Hell's Angels"	0	1930	"\N"	"127"	"Drama,War"	7.7	4426
"20765"	"tt0021079"	"movie"	"Little Caesar"	"Little Caesar"	0	1931	"\N"	"79"	"Action,Crime,Drama"	7.3	10650
"20833"	"tt0021148"	"movie"	"Min and Bill"	"Min and Bill"	0	1930	"\N"	"69"	"Comedy,Drama"	7.3	1396
"20838"	"tt0021153"	"movie"	"Monte Carlo"	"Monte Carlo"	0	1930	"\N"	"90"	"Comedy,Musical,Romance"	6.9	1021
"20841"	"tt0021156"	"movie"	"Morocco"	"Morocco"	0	1930	"\N"	"92"	"Drama,Romance"	7.2	4840
"20849"	"tt0021165"	"movie"	"Murder!"	"Murder!"	0	1930	"\N"	"104"	"Crime,Mystery,Thriller"	6.4	5019
"21011"	"tt0021331"	"movie"	"The Blood of a Poet"	"Le sang d'un poète"	0	1932	"\N"	"55"	"Fantasy"	7.5	5063
"21087"	"tt0021409"	"movie"	"Under the Roofs of Paris"	"Sous les toits de Paris"	0	1930	"\N"	"96"	"Comedy,Drama,Musical"	7.3	1802
"21214"	"tt0021542"	"movie"	"Westfront 1918"	"Westfront 1918: Vier von der Infanterie"	0	1930	"\N"	"97"	"Drama,Romance,War"	7.5	1323
"21243"	"tt0021571"	"movie"	"Earth"	"Zemlya"	0	1930	"\N"	"75"	"Drama"	7.4	4255
"21248"	"tt0021577"	"movie"	"L'Age d'Or"	"L'âge d'or"	0	1930	"\N"	"60"	"Comedy,Drama"	7.4	11395
"21290"	"tt0021622"	"movie"	"Arrowsmith"	"Arrowsmith"	0	1931	"\N"	"108"	"Drama"	6.2	1331
"21336"	"tt0021668"	"movie"	"The Black Camel"	"The Black Camel"	0	1931	"\N"	"71"	"Crime,Mystery,Thriller"	7.1	1177
"21341"	"tt0021673"	"movie"	"Blonde Crazy"	"Blonde Crazy"	0	1931	"\N"	"79"	"Comedy,Crime,Drama"	7.2	1360
"21397"	"tt0021730"	"movie"	"The Champ"	"The Champ"	0	1931	"\N"	"86"	"Drama,Sport"	7.3	2428
"21406"	"tt0021739"	"movie"	"La Chienne"	"La chienne"	0	1931	"\N"	"91"	"Crime,Drama"	7.6	3138
"21413"	"tt0021746"	"movie"	"Cimarron"	"Cimarron"	0	1931	"\N"	"123"	"Drama,Western"	6	4738
"21416"	"tt0021749"	"movie"	"City Lights"	"City Lights"	0	1931	"\N"	"87"	"Comedy,Drama,Romance"	8.5	144644
"21417"	"tt0021750"	"movie"	"City Streets"	"City Streets"	0	1931	"\N"	"83"	"Crime,Drama,Film-Noir"	7.2	1101
"21466"	"tt0021800"	"movie"	"Dishonored"	"Dishonored"	0	1931	"\N"	"91"	"Drama,Romance,War"	7.3	1694
"21479"	"tt0021814"	"movie"	"Dracula"	"Dracula"	0	1931	"\N"	"75"	"Fantasy,Horror"	7.6	40911
"21480"	"tt0021815"	"movie"	"Drácula"	"Drácula"	0	1931	"\N"	"104"	"Fantasy,Horror"	7.2	3622
"21483"	"tt0021818"	"movie"	"The 3 Penny Opera"	"Die 3 Groschen-Oper"	0	1931	"\N"	"112"	"Comedy,Drama,Musical"	7.5	1771
"21536"	"tt0021873"	"movie"	"Five Star Final"	"Five Star Final"	0	1931	"\N"	"89"	"Crime,Drama"	7.3	1485
"21537"	"tt0021874"	"movie"	"Five and Ten"	"Five and Ten"	0	1931	"\N"	"89"	"Drama,Romance"	7.8	1159
"21547"	"tt0021884"	"movie"	"Frankenstein"	"Frankenstein"	0	1931	"\N"	"70"	"Drama,Horror,Sci-Fi"	7.9	58146
"21548"	"tt0021885"	"movie"	"A Free Soul"	"A Free Soul"	0	1931	"\N"	"93"	"Crime,Drama,Romance"	6.7	1998
"21553"	"tt0021890"	"movie"	"The Front Page"	"The Front Page"	0	1931	"\N"	"101"	"Comedy"	6.8	2037
"21646"	"tt0021985"	"movie"	"Hyppolit, the Butler"	"Hyppolit a lakáj"	0	1931	"\N"	"72"	"Comedy"	7.8	1254
"21660"	"tt0022000"	"movie"	"Indiscreet"	"Indiscreet"	0	1931	"\N"	"92"	"Comedy,Drama,Musical"	7.7	1269
"21676"	"tt0022017"	"movie"	"Comradeship"	"Kameradschaft"	0	1931	"\N"	"93"	"Drama"	7.6	1072
"21713"	"tt0022054"	"movie"	"The Last Flight"	"The Last Flight"	0	1931	"\N"	"76"	"Drama"	7.8	1192
"21733"	"tt0022074"	"movie"	"The Smiling Lieutenant"	"The Smiling Lieutenant"	0	1931	"\N"	"93"	"Comedy,Musical,Romance"	7.7	2984
"21739"	"tt0022080"	"movie"	"Limite"	"Limite"	0	1931	"\N"	"114"	"Drama,Romance"	7.4	1507
"21758"	"tt0022100"	"movie"	"M"	"M - Eine Stadt sucht einen Mörder"	0	1931	"\N"	"117"	"Crime,Mystery,Thriller"	8.3	125872
"21767"	"tt0022111"	"movie"	"The Maltese Falcon"	"The Maltese Falcon"	0	1931	"\N"	"80"	"Crime,Drama,Film-Noir"	7.3	2512
"21781"	"tt0022125"	"movie"	"Marius"	"Marius"	0	1931	"\N"	"130"	"Comedy,Drama,Romance"	7.8	1743
"21806"	"tt0022150"	"movie"	"Le Million"	"Le million"	0	1931	"\N"	"81"	"Comedy,Musical"	7.5	2918
"21809"	"tt0022153"	"movie"	"The Miracle Woman"	"The Miracle Woman"	0	1931	"\N"	"90"	"Drama,Romance"	7.2	1606
"21814"	"tt0022158"	"movie"	"Monkey Business"	"Monkey Business"	0	1931	"\N"	"77"	"Comedy,Musical"	7.6	10372
"21839"	"tt0022183"	"movie"	"Mädchen in Uniform"	"Mädchen in Uniform"	0	1931	"\N"	"88"	"Drama,Romance"	7.7	2086
"21864"	"tt0022208"	"movie"	"Night Nurse"	"Night Nurse"	0	1931	"\N"	"72"	"Comedy,Crime,Drama"	7	2836
"21906"	"tt0022251"	"movie"	"Pardon Us"	"Pardon Us"	0	1931	"\N"	"56"	"Comedy,Crime,Drama"	7	1911
"21919"	"tt0022264"	"movie"	"The Phantom of Paris"	"The Phantom of Paris"	0	1931	"\N"	"74"	"Drama,Thriller"	7.4	1201
"21923"	"tt0022268"	"movie"	"Platinum Blonde"	"Platinum Blonde"	0	1931	"\N"	"89"	"Comedy,Romance"	6.9	2560
"21930"	"tt0022276"	"movie"	"Possessed"	"Possessed"	0	1931	"\N"	"76"	"Drama,Romance"	6.9	1486
"21940"	"tt0022286"	"movie"	"The Public Enemy"	"The Public Enemy"	0	1931	"\N"	"83"	"Crime,Drama"	7.7	15971
"22048"	"tt0022395"	"movie"	"The Skin Game"	"The Skin Game"	0	1931	"\N"	"85"	"Drama"	5.9	2555
"22056"	"tt0022403"	"movie"	"Smart Money"	"Smart Money"	0	1931	"\N"	"81"	"Crime,Drama"	6.9	1501
"22088"	"tt0022436"	"movie"	"Street Scene"	"Street Scene"	0	1931	"\N"	"80"	"Drama,Romance"	7.7	1271
"22105"	"tt0022454"	"movie"	"Svengali"	"Svengali"	0	1931	"\N"	"81"	"Drama,Horror,Romance"	6.9	1550
"22109"	"tt0022458"	"movie"	"Tabu: A Story of the South Seas"	"Tabu: A Story of the South Seas"	0	1931	"\N"	"86"	"Adventure,Drama,Romance"	7.6	4360
"22136"	"tt0022485"	"movie"	"Tokyo Chorus"	"Tôkyô no kôrasu"	0	1931	"\N"	"90"	"Comedy,Drama"	7.4	1092
"22140"	"tt0022489"	"movie"	"Tonight or Never"	"Tonight or Never"	0	1931	"\N"	"80"	"Comedy,Romance"	7.7	1277
"22197"	"tt0022550"	"movie"	"Waterloo Bridge"	"Waterloo Bridge"	0	1931	"\N"	"81"	"Drama,Romance"	7.6	2218
"22243"	"tt0022599"	"movie"	"À Nous la Liberté"	"À nous la liberté"	0	1931	"\N"	"104"	"Comedy,Musical"	7.6	3660
"22270"	"tt0022626"	"movie"	"American Madness"	"American Madness"	0	1932	"\N"	"75"	"Drama"	7.5	1658
"22325"	"tt0022685"	"movie"	"A Bill of Divorcement"	"A Bill of Divorcement"	0	1932	"\N"	"70"	"Drama"	6.6	1318
"22334"	"tt0022694"	"movie"	"The Blue Light"	"Das blaue Licht"	0	1932	"\N"	"85"	"Drama,Fantasy,Mystery"	6.9	1015
"22338"	"tt0022698"	"movie"	"Blonde Venus"	"Blonde Venus"	0	1932	"\N"	"93"	"Drama"	7.2	3800
"22340"	"tt0022700"	"movie"	"Blondie of the Follies"	"Blondie of the Follies"	0	1932	"\N"	"91"	"Comedy,Musical"	7.7	1002
"22358"	"tt0022718"	"movie"	"Boudu Saved from Drowning"	"Boudu sauvé des eaux"	0	1932	"\N"	"85"	"Comedy"	7.5	4668
"22374"	"tt0022735"	"movie"	"The Cabin in the Cotton"	"The Cabin in the Cotton"	0	1932	"\N"	"78"	"Drama"	7.1	1293
"22426"	"tt0022787"	"movie"	"Wooden Crosses"	"Les croix de bois"	0	1932	"\N"	"115"	"Drama,War"	7.8	1029
"22465"	"tt0022827"	"movie"	"Doctor X"	"Doctor X"	0	1932	"\N"	"76"	"Comedy,Crime,Horror"	6.5	2474
"22472"	"tt0022834"	"movie"	"Downstairs"	"Downstairs"	0	1932	"\N"	"77"	"Drama,Romance"	7.7	1530
"22473"	"tt0022835"	"movie"	"Dr. Jekyll and Mr. Hyde"	"Dr. Jekyll and Mr. Hyde"	0	1931	"\N"	"98"	"Horror,Sci-Fi"	7.7	11336
"22503"	"tt0022867"	"movie"	"Ecstasy"	"Ekstase"	0	1933	"\N"	"82"	"Drama,Romance"	6.8	1867
"22512"	"tt0022877"	"movie"	"Fanny"	"Fanny"	0	1932	"\N"	"140"	"Comedy,Drama"	7.7	1322
"22514"	"tt0022879"	"movie"	"A Farewell to Arms"	"A Farewell to Arms"	0	1932	"\N"	"80"	"Drama,Romance,War"	6.5	4369
"22540"	"tt0022905"	"movie"	"Forbidden"	"Forbidden"	0	1932	"\N"	"85"	"Drama,Romance"	7	1088
"22548"	"tt0022913"	"movie"	"Freaks"	"Freaks"	0	1932	"\N"	"64"	"Drama,Horror"	7.9	37997
"22591"	"tt0022958"	"movie"	"Grand Hotel"	"Grand Hotel"	0	1932	"\N"	"112"	"Drama,Romance"	7.5	15562
"22658"	"tt0023027"	"movie"	"Horse Feathers"	"Horse Feathers"	0	1932	"\N"	"68"	"Comedy,Musical,Romance"	7.7	10770
"22673"	"tt0023042"	"movie"	"I Am a Fugitive from a Chain Gang"	"I Am a Fugitive from a Chain Gang"	0	1932	"\N"	"92"	"Crime,Drama,Film-Noir"	8.1	10479
"22680"	"tt0023049"	"movie"	"If I Had a Million"	"If I Had a Million"	0	1932	"\N"	"88"	"Comedy,Drama"	7.1	1434
"22704"	"tt0023074"	"movie"	"Jewel Robbery"	"Jewel Robbery"	0	1932	"\N"	"68"	"Comedy,Crime,Romance"	7.4	1517
"22787"	"tt0023158"	"movie"	"Love Me Tonight"	"Love Me Tonight"	0	1932	"\N"	"104"	"Comedy,Musical,Romance"	7.7	3266
"22821"	"tt0023194"	"movie"	"The Mask of Fu Manchu"	"The Mask of Fu Manchu"	0	1932	"\N"	"68"	"Adventure,Horror,Sci-Fi"	6.4	2766
"22823"	"tt0023196"	"movie"	"Mata Hari"	"Mata Hari"	0	1931	"\N"	"89"	"Crime,Drama,Romance"	6.7	2987
"22863"	"tt0023238"	"movie"	"The Most Dangerous Game"	"The Most Dangerous Game"	0	1932	"\N"	"63"	"Action,Adventure,Thriller"	7.2	8947
"22866"	"tt0023241"	"movie"	"Movie Crazy"	"Movie Crazy"	0	1932	"\N"	"84"	"Comedy,Family,Romance"	7.2	1244
"22870"	"tt0023245"	"movie"	"The Mummy"	"The Mummy"	0	1932	"\N"	"73"	"Fantasy,Horror"	7.2	20478
"22874"	"tt0023249"	"movie"	"Murders in the Rue Morgue"	"Murders in the Rue Morgue"	0	1932	"\N"	"61"	"Crime,Horror,Mystery"	6.4	3230
"22910"	"tt0023285"	"movie"	"Number 17"	"Number Seventeen"	0	1932	"\N"	"66"	"Crime,Mystery,Thriller"	5.8	4095
"22918"	"tt0023293"	"movie"	"The Old Dark House"	"The Old Dark House"	0	1932	"\N"	"72"	"Comedy,Horror,Thriller"	7.2	7572
"22927"	"tt0023303"	"movie"	"One Hour with You"	"One Hour with You"	0	1932	"\N"	"80"	"Comedy,Musical,Romance"	7.3	1814
"22929"	"tt0023305"	"movie"	"One Way Passage"	"One Way Passage"	0	1932	"\N"	"67"	"Comedy,Drama,Romance"	8	2995
"22935"	"tt0023312"	"movie"	"Pack Up Your Troubles"	"Pack Up Your Troubles"	0	1932	"\N"	"68"	"Comedy,War"	7.3	1827
"22984"	"tt0023362"	"movie"	"The Purchase Price"	"The Purchase Price"	0	1932	"\N"	"68"	"Comedy,Drama"	6.5	1207
"22991"	"tt0023369"	"movie"	"Rain"	"Rain"	0	1932	"\N"	"94"	"Drama"	6.9	2142
"23004"	"tt0023382"	"movie"	"Red Dust"	"Red Dust"	0	1932	"\N"	"83"	"Drama,Romance"	7.4	3352
"23007"	"tt0023385"	"movie"	"Red-Headed Woman"	"Red-Headed Woman"	0	1932	"\N"	"79"	"Comedy,Romance"	7.1	2338
"23016"	"tt0023395"	"movie"	"East of Shanghai"	"Rich and Strange"	0	1931	"\N"	"92"	"Comedy,Romance,Thriller"	5.9	3652
"23048"	"tt0023427"	"movie"	"Scarface"	"Scarface"	0	1932	"\N"	"93"	"Action,Crime,Drama"	7.8	22771
"23077"	"tt0023458"	"movie"	"Shanghai Express"	"Shanghai Express"	0	1932	"\N"	"82"	"Adventure,Drama,Romance"	7.4	6456
"23089"	"tt0023470"	"movie"	"The Sign of the Cross"	"The Sign of the Cross"	0	1932	"\N"	"108"	"Drama,History"	6.9	1779
"23109"	"tt0023491"	"movie"	"So Big!"	"So Big!"	0	1932	"\N"	"81"	"Drama,Romance"	7.2	1189
"23166"	"tt0023551"	"movie"	"Tarzan the Ape Man"	"Tarzan the Ape Man"	0	1932	"\N"	"100"	"Action,Adventure,Romance"	7.2	6413
"23170"	"tt0023556"	"movie"	"Taxi"	"Taxi"	0	1932	"\N"	"69"	"Crime,Drama,Romance"	6.7	1017
"23177"	"tt0023563"	"movie"	"The Testament of Dr. Mabuse"	"Das Testament des Dr. Mabuse"	0	1933	"\N"	"122"	"Crime"	7.9	10168
"23202"	"tt0023590"	"movie"	"Three on a Match"	"Three on a Match"	0	1932	"\N"	"63"	"Crime,Drama,Romance"	7.3	2841
"23234"	"tt0023622"	"movie"	"Trouble in Paradise"	"Trouble in Paradise"	0	1932	"\N"	"83"	"Comedy,Crime,Romance"	8.1	11640
"23244"	"tt0023634"	"movie"	"I Was Born, But..."	"Otona no miru ehon - Umarete wa mita keredo"	0	1932	"\N"	"100"	"Comedy,Drama"	8	4175
"23257"	"tt0023649"	"movie"	"Vampyr"	"Vampyr"	0	1932	"\N"	"75"	"Fantasy,Horror"	7.6	13607
"23294"	"tt0023686"	"movie"	"What Price Hollywood?"	"What Price Hollywood?"	0	1932	"\N"	"88"	"Drama"	7.6	1835
"23302"	"tt0023694"	"movie"	"White Zombie"	"White Zombie"	0	1932	"\N"	"69"	"Horror"	6.4	8193
"23336"	"tt0023731"	"movie"	"20,000 Years in Sing Sing"	"20,000 Years in Sing Sing"	0	1932	"\N"	"78"	"Crime,Drama,Film-Noir"	7.1	2138
"23358"	"tt0023753"	"movie"	"Alice in Wonderland"	"Alice in Wonderland"	0	1933	"\N"	"76"	"Adventure,Family,Fantasy"	6.5	1709
"23380"	"tt0023775"	"movie"	"Baby Face"	"Baby Face"	0	1933	"\N"	"71"	"Drama,Romance"	7.6	5325
"23419"	"tt0023814"	"movie"	"The Bitter Tea of General Yen"	"The Bitter Tea of General Yen"	0	1932	"\N"	"88"	"Drama,Romance,War"	7.1	3107
"23430"	"tt0023825"	"movie"	"Bombshell"	"Bombshell"	0	1933	"\N"	"96"	"Comedy,Drama,Romance"	7.3	2024
"23476"	"tt0023871"	"movie"	"A Song of Lisbon"	"A Canção de Lisboa"	0	1933	"\N"	"85"	"Comedy,Musical"	7.8	1158
"23481"	"tt0023876"	"movie"	"Cavalcade"	"Cavalcade"	0	1933	"\N"	"112"	"Drama,Romance,War"	6	3931
"23496"	"tt0023891"	"movie"	"Christopher Strong"	"Christopher Strong"	0	1933	"\N"	"78"	"Action,Adventure,Drama"	6.4	1111
"23516"	"tt0023911"	"movie"	"Counsellor at Law"	"Counsellor at Law"	0	1933	"\N"	"82"	"Comedy,Drama"	7.6	1017
"23531"	"tt0023926"	"movie"	"Dancing Lady"	"Dancing Lady"	0	1933	"\N"	"92"	"Comedy,Musical,Romance"	6.7	1785
"23542"	"tt0023937"	"movie"	"Passing Fancy"	"Dekigokoro"	0	1933	"\N"	"100"	"Drama"	7.5	1104
"23545"	"tt0023940"	"movie"	"Design for Living"	"Design for Living"	0	1933	"\N"	"91"	"Comedy,Romance"	7.6	5000
"23548"	"tt0023943"	"movie"	"The Devil's Brother"	"The Devil's Brother"	0	1933	"\N"	"90"	"Comedy,Musical"	7.2	1599
"23553"	"tt0023948"	"movie"	"Dinner at Eight"	"Dinner at Eight"	0	1933	"\N"	"111"	"Comedy,Drama"	7.8	6856
"23573"	"tt0023969"	"movie"	"Duck Soup"	"Duck Soup"	0	1933	"\N"	"68"	"Comedy,Musical,War"	8	52016
"23612"	"tt0024008"	"movie"	"Female"	"Female"	0	1933	"\N"	"60"	"Comedy,Drama,Romance"	6.8	1390
"23629"	"tt0024025"	"movie"	"Flying Down to Rio"	"Flying Down to Rio"	0	1933	"\N"	"89"	"Comedy,Musical,Romance"	6.7	3037
"23632"	"tt0024028"	"movie"	"Footlight Parade"	"Footlight Parade"	0	1933	"\N"	"104"	"Comedy,Musical,Romance"	7.7	4160
"23638"	"tt0024034"	"movie"	"42nd Street"	"42nd Street"	0	1933	"\N"	"89"	"Comedy,Musical,Romance"	7.6	9540
"23647"	"tt0024044"	"movie"	"Gabriel Over the White House"	"Gabriel Over the White House"	0	1933	"\N"	"86"	"Drama,Fantasy,Romance"	6.4	1055
"23658"	"tt0024055"	"movie"	"The Ghoul"	"The Ghoul"	0	1933	"\N"	"77"	"Action,Drama,Horror"	5.9	1968
"23670"	"tt0024067"	"movie"	"Going Hollywood"	"Going Hollywood"	0	1933	"\N"	"78"	"Musical,Romance"	7.7	1595
"23672"	"tt0024069"	"movie"	"Gold Diggers of 1933"	"Gold Diggers of 1933"	0	1933	"\N"	"97"	"Comedy,Drama,Musical"	8	6526
"23690"	"tt0024087"	"movie"	"Hans Westmar"	"Hans Westmar"	0	1933	"\N"	"95"	"Biography"	7.6	1264
"23718"	"tt0024115"	"movie"	"Heroes for Sale"	"Heroes for Sale"	0	1933	"\N"	"76"	"Drama,War"	7.8	1901
"23730"	"tt0024127"	"movie"	"Our Flags Lead Us Forward"	"Hitlerjunge Quex"	0	1933	"\N"	"95"	"Drama"	7	1546
"23733"	"tt0024130"	"movie"	"Hold Your Man"	"Hold Your Man"	0	1933	"\N"	"87"	"Drama,Romance"	6.9	1181
"23769"	"tt0024166"	"movie"	"I'm No Angel"	"I'm No Angel"	0	1933	"\N"	"87"	"Comedy,Musical,Romance"	7	2660
"23786"	"tt0024183"	"movie"	"International House"	"International House"	0	1933	"\N"	"68"	"Comedy"	7.1	1089
"23787"	"tt0024184"	"movie"	"The Invisible Man"	"The Invisible Man"	0	1933	"\N"	"71"	"Horror,Sci-Fi"	7.7	25872
"23791"	"tt0024188"	"movie"	"Island of Lost Souls"	"Island of Lost Souls"	0	1932	"\N"	"70"	"Horror,Sci-Fi"	7.5	7202
"23813"	"tt0024210"	"movie"	"The Kennel Murder Case"	"The Kennel Murder Case"	0	1933	"\N"	"73"	"Crime,Mystery"	7	2597
"23819"	"tt0024216"	"movie"	"King Kong"	"King Kong"	0	1933	"\N"	"100"	"Adventure,Horror,Sci-Fi"	7.9	73239
"23840"	"tt0024238"	"movie"	"Ladies They Talk About"	"Ladies They Talk About"	0	1933	"\N"	"69"	"Crime,Drama,Romance"	6.7	1148
"23841"	"tt0024239"	"movie"	"Lady Killer"	"Lady Killer"	0	1933	"\N"	"76"	"Comedy,Crime"	7	1446
"23842"	"tt0024240"	"movie"	"Lady for a Day"	"Lady for a Day"	0	1933	"\N"	"96"	"Comedy,Drama"	7.5	3418
"23853"	"tt0024252"	"movie"	"Liebelei"	"Liebelei"	0	1933	"\N"	"88"	"Drama,Romance"	7.6	1164
"23865"	"tt0024264"	"movie"	"Little Women"	"Little Women"	0	1933	"\N"	"115"	"Drama,Family,Romance"	7.3	5505
"23902"	"tt0024302"	"movie"	"Man's Castle"	"Man's Castle"	0	1933	"\N"	"75"	"Drama,Romance"	7.4	1181
"23914"	"tt0024314"	"movie"	"The Mayor of Hell"	"The Mayor of Hell"	0	1933	"\N"	"90"	"Crime,Drama,Romance"	7	1212
"23934"	"tt0024334"	"movie"	"Midnight Mary"	"Midnight Mary"	0	1933	"\N"	"74"	"Crime,Drama,Romance"	7.1	1066
"23953"	"tt0024353"	"movie"	"Morning Glory"	"Morning Glory"	0	1933	"\N"	"74"	"Drama,Romance"	6.5	2333
"23968"	"tt0024368"	"movie"	"Mystery of the Wax Museum"	"Mystery of the Wax Museum"	0	1933	"\N"	"77"	"Horror,Mystery,Thriller"	6.9	4128
"24031"	"tt0024433"	"movie"	"Peg o' My Heart"	"Peg o' My Heart"	0	1933	"\N"	"87"	"Drama,Romance"	7.9	1267
"24048"	"tt0024450"	"movie"	"Picture Snatcher"	"Picture Snatcher"	0	1933	"\N"	"77"	"Crime,Drama"	7.1	1220
"24071"	"tt0024473"	"movie"	"The Private Life of Henry VIII."	"The Private Life of Henry VIII."	0	1933	"\N"	"97"	"Biography,Comedy,Drama"	7.2	3273
"24079"	"tt0024481"	"movie"	"Queen Christina"	"Queen Christina"	0	1933	"\N"	"99"	"Biography,Drama,History"	7.8	6529
"24146"	"tt0024548"	"movie"	"She Done Him Wrong"	"She Done Him Wrong"	0	1933	"\N"	"66"	"Comedy,Drama,History"	6.5	4920
"24188"	"tt0024593"	"movie"	"The Son of Kong"	"The Son of Kong"	0	1933	"\N"	"70"	"Adventure,Comedy"	5.8	3453
"24196"	"tt0024601"	"movie"	"Sons of the Desert"	"Sons of the Desert"	0	1933	"\N"	"68"	"Comedy"	7.7	6982
"24317"	"tt0024727"	"movie"	"The Vampire Bat"	"The Vampire Bat"	0	1933	"\N"	"65"	"Drama,Horror,Mystery"	5.7	1889
"24337"	"tt0024747"	"movie"	"Strauss' Great Waltz"	"Waltzes from Vienna"	0	1934	"\N"	"81"	"Biography,Music,Romance"	6.1	1108
"24362"	"tt0024772"	"movie"	"Wild Boys of the Road"	"Wild Boys of the Road"	0	1933	"\N"	"68"	"Adventure,Drama"	7.5	1606
"24431"	"tt0024844"	"movie"	"L'Atalante"	"L'Atalante"	0	1934	"\N"	"89"	"Comedy,Drama,Romance"	7.8	12778
"24439"	"tt0024852"	"movie"	"March of the Wooden Soldiers"	"Babes in Toyland"	0	1934	"\N"	"77"	"Comedy,Family,Fantasy"	7.3	5495
"24452"	"tt0024865"	"movie"	"The Barretts of Wimpole Street"	"The Barretts of Wimpole Street"	0	1934	"\N"	"109"	"Biography,Drama,Romance"	7	1426
"24481"	"tt0024894"	"movie"	"The Black Cat"	"The Black Cat"	0	1934	"\N"	"65"	"Adventure,Crime,Horror"	7.1	8078
"24489"	"tt0024902"	"movie"	"Blue Steel"	"Blue Steel"	0	1934	"\N"	"54"	"Action,Adventure,Drama"	5.4	1234
"24501"	"tt0024914"	"movie"	"Bright Eyes"	"Bright Eyes"	0	1934	"\N"	"85"	"Comedy,Drama,Family"	7.3	1822
"24548"	"tt0024961"	"movie"	"The Cat's-Paw"	"The Cat's-Paw"	0	1934	"\N"	"102"	"Comedy"	6.8	1053
"24553"	"tt0024966"	"movie"	"Chapayev"	"Chapaev"	0	1934	"\N"	"93"	"Biography,Comedy,Drama"	7.4	1012
"24555"	"tt0024968"	"movie"	"Charlie Chan in London"	"Charlie Chan in London"	0	1934	"\N"	"79"	"Crime,Drama,Mystery"	7.3	1673
"24578"	"tt0024991"	"movie"	"Cleopatra"	"Cleopatra"	0	1934	"\N"	"100"	"Biography,Drama,History"	6.9	3053
"24591"	"tt0025004"	"movie"	"The Count of Monte Cristo"	"The Count of Monte Cristo"	0	1934	"\N"	"113"	"Action,Adventure,Drama"	7.5	2194
"24615"	"tt0025028"	"movie"	"Dames"	"Dames"	0	1934	"\N"	"91"	"Comedy,Musical,Romance"	7.2	1660
"24624"	"tt0025037"	"movie"	"Death Takes a Holiday"	"Death Takes a Holiday"	0	1934	"\N"	"79"	"Drama,Fantasy,Romance"	7.2	1450
"24678"	"tt0025091"	"movie"	"Evelyn Prentice"	"Evelyn Prentice"	0	1934	"\N"	"79"	"Drama,Mystery,Romance"	6.9	1251
"24688"	"tt0025101"	"movie"	"Fashions of 1934"	"Fashions of 1934"	0	1934	"\N"	"78"	"Comedy,Drama,Musical"	7.1	1106
"24716"	"tt0025129"	"movie"	"Fog Over Frisco"	"Fog Over Frisco"	0	1934	"\N"	"68"	"Crime,Mystery,Thriller"	7	1224
